obs,air_temperature,air_temperature_qc_executed,air_temperature_qc_results,barometric_pressure,barometric_pressure_qc_executed,barometric_pressure_qc_results,ct_depth,dcl_controller_timestamp,deployment,driver_timestamp,eastward_wind_velocity,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,ingestion_timestamp,internal_timestamp,lat,lon,longwave_irradiance,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,met_barpres,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed,met_current_speed_qc_executed,met_current_speed_qc_results,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_netsirr,met_netsirr_qc_executed,met_netsirr_qc_results,met_relwind_direction,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_salsurf,met_salsurf_qc_executed,met_salsurf_qc_results,met_sensflx_minute,met_spechum,met_spechum_qc_executed,met_spechum_qc_results,met_windavg_mag_corr_east,met_windavg_mag_corr_north,northward_wind_velocity,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,port_timestamp,precipitation,precipitation_qc_executed,precipitation_qc_results,preferred_timestamp,relative_humidity,relative_humidity_qc_executed,relative_humidity_qc_results,sea_surface_conductivity,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,sea_surface_temperature,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,shortwave_irradiance,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,time,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity
"('2425',)",7.49700021744,29,29,1001.64001465,29,29,0.98,empty,7,3758706916.59,10.1899995804,29,29,3758706916.63,0.0,44.38,-124.95,289.5,29,29,100164.0,29,29,58.8244672944,29,29,0.179225043557,29,29,280.586338796,150.93297837,77.291685599,4.72499990463,29,29,109.797247573,29,29,10.1002093394,29,29,32.6453105345,29,29,57.0866747317,4.38910388947,29,29,9.65659940576,-3.32808944415,-0.699999988079,29,29,3758693732.45,50.2900009155,29,12,port_timestamp,67.736000061,29,29,3.67709994316,29,13,11.107000351,29,29,5.0,29,29,3758693732.45,0.153342330178,0.0927779392616
"('2426',)",7.4439997673,29,29,1001.90997314,29,29,0.98,empty,7,3758706916.59,11.0600004196,29,29,3758706916.63,0.0,44.38,-124.95,281.200012207,29,29,100191.0,29,29,59.0690997758,29,29,0.17954641231,29,29,340.707990169,184.219707148,85.3170227993,4.44149971008,29,29,125.910520419,29,29,11.6995736819,29,29,32.6451049193,29,29,67.4058606162,4.20907878876,29,29,9.62989476244,-6.76975906789,-4.03000020981,29,29,3758693798.35,50.3100013733,29,12,port_timestamp,65.2180023193,29,29,3.67600011826,29,13,11.095000267,29,29,4.69999980927,29,29,3758693798.35,0.154012726085,0.0922875635009
"('2427',)",7.34600019455,29,29,1001.71002197,29,29,0.98,empty,7,3758706916.59,12.0600004196,29,29,3758706916.63,0.0,44.38,-124.95,273.799987793,29,29,100171.0,29,29,59.3080093075,29,29,0.179864547588,29,29,374.285314406,196.232301687,92.5291787429,4.25250005722,29,29,116.820388906,29,29,12.1892815666,29,29,32.6469878731,29,29,72.6561605211,4.14406394958,29,29,11.0326932235,-5.40793767614,-2.34999990463,29,29,3758693862.93,50.3499984741,29,12,port_timestamp,64.6320037842,29,29,3.67700004578,29,13,11.1040000916,29,29,4.5,29,29,3758693862.93,0.154669774917,0.0918069507514
"('2428',)",7.30100011826,29,29,1001.84002686,29,29,0.98,empty,7,3758706916.59,9.47999954224,29,29,3758706916.63,0.0,44.38,-124.95,278.100006104,29,29,100184.0,29,29,59.5441173158,29,29,0.180183145256,29,29,298.034217999,153.386366631,88.2233821923,4.15799999237,29,29,111.36188485,29,29,9.41018904579,29,29,32.6456119698,29,29,56.1826817297,4.06649684906,29,29,8.91901484598,-3.33640007421,-0.899999976158,29,29,3758693926.99,50.3600006104,29,12,port_timestamp,63.6290016174,29,29,3.67740011215,29,13,11.1099996567,29,29,4.40000009537,29,29,3758693926.99,0.15532142184,0.0913302893456
"('2429',)",7.32399988174,29,29,1001.90997314,29,29,0.98,empty,7,3758706916.59,8.09000015259,29,29,3758706916.63,0.0,44.38,-124.95,292.299987793,29,29,100191.0,29,29,59.6665035281,29,29,0.180349941055,29,29,257.672591593,136.811275822,74.436719639,4.06349992752,29,29,124.640565062,29,29,8.45080465473,29,29,32.6465989623,29,29,50.4880960595,4.12197637558,29,29,7.10842554966,-4.71257773743,-2.70000004768,29,29,3758693960.28,50.3499984741,29,12,port_timestamp,64.3980026245,29,29,3.67750000954,29,13,11.1099996567,29,29,4.30000019073,29,29,3758693960.28,0.155660114247,0.0910825453715
"('2430',)",3.42300009727,29,29,999.020019531,29,29,0.98,empty,7,3758706916.59,8.10000038147,29,29,3758706916.63,0.0,44.38,-124.95,298.100006104,29,29,99902.0,29,29,86.632988227,29,29,0.259379498279,29,29,328.029094587,155.691271434,68.4250511217,2.64599990845,29,29,117.175018615,29,29,8.03206846937,29,29,32.6476781874,29,29,106.558771939,3.61997008324,29,29,7.4043850644,-3.65309294629,-1.60000002384,29,29,3758704292.34,50.3199996948,29,12,port_timestamp,73.9779968262,29,29,3.67680001259,29,13,11.1009998322,29,29,2.79999995232,29,29,3758704292.34,0.258931759542,0.0152337791732
"('2431',)",3.68700003624,29,29,999.020019531,29,29,0.98,empty,7,3758706916.59,10.5900001526,29,29,3758706916.63,0.0,44.38,-124.95,301.0,29,29,99902.0,29,29,86.5717141902,29,29,0.258774324014,29,29,417.386673241,192.329119276,65.7533081508,5.67000007629,29,29,101.503018668,29,29,10.3648845341,29,29,32.6499321948,29,29,128.598280471,3.67542123795,29,29,10.415008759,-2.05148624383,0.730000019073,29,29,3758704356.15,50.3800010681,29,12,port_timestamp,73.7229995728,29,29,3.67549991608,29,13,11.0839996338,29,29,6.0,29,29,3758704356.15,0.258311228698,0.0154744918323
"('2432',)",3.76999998093,29,29,998.950012207,29,29,0.98,empty,7,3758706916.59,8.43999958038,29,29,3758706916.63,0.0,44.38,-124.95,302.5,29,29,99895.0,29,29,86.5045145647,29,29,0.258114202613,29,29,330.390152208,165.619715478,64.2584021225,5.85899972916,29,29,120.842452417,29,29,8.51528747137,29,29,32.6471860261,29,29,106.371034336,3.5518784523,29,29,7.56869183309,-4.34987320937,-2.23000001907,29,29,3758704425.8,50.3199996948,29,12,port_timestamp,70.8300018311,29,29,3.67720007896,29,13,11.1059999466,29,29,6.19999980927,29,29,3758704425.8,0.257634008391,0.0157371951329
"('2433',)",3.8069999218,29,29,998.599975586,29,29,0.98,empty,7,3758706916.6,10.8500003815,29,29,3758706916.63,0.0,44.38,-124.95,302.899993896,29,29,99860.0,29,29,86.4715343931,29,29,0.257791588837,29,29,392.39015416,205.049250763,63.9437529379,6.04799985886,29,29,101.430189084,29,29,10.6273261373,29,29,32.6495464406,29,29,129.445150317,3.49985980988,29,29,10.6738561471,-2.09019214756,0.759999990463,29,29,3758704459.85,50.2900009155,29,12,port_timestamp,69.5889968872,29,29,3.67600011826,29,13,11.0900001526,29,29,6.40000009537,29,29,3758704459.85,0.257302904972,0.0158656348155
"('2434',)",3.95799994469,29,29,998.33001709,29,29,0.98,empty,7,3758706916.6,9.02000045776,29,29,3758706916.64,0.0,44.38,-124.95,307.200012207,29,29,99833.0,29,29,86.4120617831,29,29,0.257212073419,29,29,348.297381448,173.968224717,59.7327985964,5.76449966431,29,29,94.5798512885,29,29,8.92598376641,29,29,32.6457000078,29,29,107.576690866,3.50810599327,29,29,9.15419119437,-0.696629001264,1.71000003815,29,29,3758704521.04,50.3100013733,29,12,port_timestamp,68.9970016479,29,29,3.6765999794,29,13,11.1009998322,29,29,6.09999990463,29,29,3758704521.04,0.256707918423,0.0160964384826
"('2435',)",3.91300010681,29,29,998.119995117,29,29,0.98,empty,7,3758727945.64,7.55999994278,29,29,3758727945.68,0.0,44.38,-124.95,311.600006104,29,29,99812.0,29,29,86.3484705005,29,29,0.256595605289,29,29,322.404809559,165.89916934,55.4069702876,5.57550001144,29,29,131.738685112,29,29,8.18689744302,29,29,32.6468854347,29,29,100.545171783,3.39004182816,29,29,6.36504635009,-5.4339565217,-3.58999991417,29,29,3758704586.16,50.3199996948,29,12,port_timestamp,66.8769989014,29,29,3.67689990997,29,13,11.1029996872,29,29,5.90000009537,29,29,3758704586.16,0.256074678636,0.0163420811198
"('2436',)",4.31199979782,29,29,998.400024414,29,29,0.98,empty,7,3758727945.64,9.61999988556,29,29,3758727945.68,0.0,44.38,-124.95,312.100006104,29,29,99840.0,29,29,86.2835786074,29,29,0.255969891871,29,29,393.240744421,190.259296878,55.1216693778,6.04799985886,29,29,126.631570562,29,29,10.0821426128,29,29,32.6459020448,29,29,113.940694043,3.59736537933,29,29,8.34623841025,-5.99909171199,-3.61999988556,29,29,3758704652.29,50.3899993896,29,12,port_timestamp,69.016998291,29,29,3.67680001259,29,13,11.1029996872,29,29,6.40000009537,29,29,3758704652.29,0.25543160814,0.0165915372273
"('2437',)",4.35699987411,29,29,998.460021973,29,29,0.98,empty,7,3758727945.64,9.35999965668,29,29,3758727945.68,0.0,44.38,-124.95,313.0,29,29,99846.0,29,29,86.2197050713,29,29,0.255357290005,29,29,323.509164048,172.633882207,54.1682711316,6.23699998856,29,29,106.798686608,29,29,9.12243502135,29,29,32.6493558243,29,29,102.944010698,3.61094808578,29,29,8.98794703327,-2.61963770381,-0.189999997616,29,29,3758704717.08,50.3600006104,29,12,port_timestamp,69.06300354,29,29,3.6767001152,29,13,11.0979995728,29,29,6.59999990463,29,29,3758704717.08,0.254801684148,0.0168358936209
"('2438',)",4.25199985504,29,29,998.33001709,29,29,0.98,empty,7,3758727945.64,8.64999961853,29,29,3758727945.68,0.0,44.38,-124.95,310.200012207,29,29,99833.0,29,29,86.1582501918,29,29,0.254770944721,29,29,320.462169146,169.036285742,56.8928833194,6.14249992371,29,29,120.273559548,29,29,8.71331336809,29,29,32.6537086858,29,29,100.675500008,3.53472757339,29,29,7.77926232834,-4.37556524773,-2.20000004768,29,29,3758704779.11,50.3300018311,29,12,port_timestamp,68.0989990234,29,29,3.67840003967,29,13,11.1120004654,29,29,6.5,29,29,3758704779.11,0.254198451859,0.0170698959269
"('2439',)",2.37700009346,29,29,994.190002441,29,29,0.98,empty,7,3758727945.64,5.63999986649,29,29,3758727945.68,0.0,44.38,-124.95,328.399993896,29,29,99419.0,29,29,70.1915709703,29,29,0.165444370027,29,29,311.973579778,167.650182386,39.0760204585,38.9340019226,29,29,49.6314421562,29,29,9.70685449873,29,29,32.6455610473,29,29,144.181378856,4.05516195297,29,29,7.55124803254,6.34321323257,8.09000015259,29,29,3758715093.06,50.3100013733,29,12,port_timestamp,88.7990036011,29,29,3.67289996147,29,13,11.0600004196,29,29,41.2000007629,29,29,3758715093.06,0.155655179783,0.0560651815319
"('2440',)",2.32399988174,29,29,994.469970703,29,29,0.98,empty,7,3758727945.64,1.30999994278,29,29,3758727945.68,0.0,44.38,-124.95,329.100006104,29,29,99447.0,29,29,70.1589248597,29,29,0.166126325926,29,29,335.784548411,163.686310238,38.3870110832,7.74899959564,29,29,22.2382247228,29,29,9.42823887637,29,29,32.6447719792,29,29,141.460226686,4.04714155197,29,29,3.72446083318,8.78333579839,9.44999980927,29,29,3758715160.41,50.2599983215,29,12,port_timestamp,88.9840011597,29,29,3.67300009727,29,13,11.0620002747,29,29,8.19999980927,29,29,3758715160.41,0.156264683,0.0563853262168
"('2441',)",2.57999992371,29,29,994.599975586,29,29,0.98,empty,7,3758727945.64,4.28000020981,29,29,3758727945.68,0.0,44.38,-124.95,328.100006104,29,29,99460.0,29,29,70.1259851131,29,29,0.166820192681,29,29,441.551068691,194.428082881,39.4841212488,9.54450035095,29,29,36.0496004662,29,29,11.580943786,29,29,32.6475373805,29,29,166.603931525,4.1350440979,29,29,6.97210101518,9.41999500534,10.9099998474,29,29,3758715228.94,50.3499984741,29,12,port_timestamp,89.2819976807,29,29,3.67309999466,29,13,11.0600004196,29,29,10.1000003815,29,29,3758715228.94,0.156884782575,0.0567110366928
"('2442',)",2.49000000954,29,29,994.260009766,29,29,0.98,empty,7,3758727945.64,4.05000019073,29,29,3758727945.68,0.0,44.38,-124.95,329.100006104,29,29,99426.0,29,29,70.1111003585,29,29,0.167135659095,29,29,433.073328906,183.832709659,38.4735980995,9.54450035095,29,29,36.2372612331,29,29,10.8447624854,29,29,32.6445728872,29,29,157.839008159,4.10247421265,29,29,6.56783476645,8.80398482533,10.2100000381,29,29,3758715260.1,50.4000015259,29,28,port_timestamp,89.1190032959,29,29,3.67280006409,29,13,11.0600004196,29,29,10.1000003815,29,29,3758715260.1,0.157166694556,0.0568591124041
"('2443',)",2.31699991226,29,29,994.33001709,29,29,0.98,empty,7,3758727945.64,6.36999988556,29,29,3758727945.68,0.0,44.38,-124.95,329.100006104,29,29,99433.0,29,29,70.0781109686,29,29,0.167839144805,29,29,420.224097109,197.63377139,38.4917058767,9.73350048065,29,29,47.9061050107,29,29,11.4992055915,29,29,32.6446728628,29,29,171.013506668,4.05138444901,29,29,8.69074946246,7.76565366151,9.76000022888,29,29,3758715329.56,50.4399986267,29,28,port_timestamp,89.1090011597,29,29,3.67289996147,29,13,11.0609998703,29,29,10.3000001907,29,29,3758715329.56,0.157795318271,0.0571893002284
"('2444',)",2.59500002861,29,29,994.119995117,29,29,0.98,empty,7,3758727945.64,6.11000013351,29,29,3758727945.68,0.0,44.38,-124.95,329.100006104,29,29,99412.0,29,29,70.0464461608,29,29,0.168520029827,29,29,308.303309731,152.111435526,38.3273377278,12.8520002365,29,29,56.7000286345,29,29,8.99261315249,29,29,32.6434707687,29,29,130.716536714,4.15481042862,29,29,7.67449843762,4.9946549134,6.82000017166,29,29,3758715396.8,50.4399986267,29,28,port_timestamp,89.5690002441,29,29,3.67170000076,29,13,11.0489997864,29,29,13.6000003815,29,29,3758715396.8,0.158403699413,0.057508855538
"('2445',)",2.7460000515,29,29,994.260009766,29,29,0.98,empty,7,3758727945.64,4.40000009537,29,29,3758727945.68,0.0,44.38,-124.95,330.100006104,29,29,99426.0,29,29,70.0158398774,29,29,0.169183473952,29,29,344.601641484,170.434168643,37.4880255292,14.3639993668,29,29,39.513348907,29,29,10.3052119908,29,29,32.6431833899,29,29,145.277734545,4.19567012787,29,29,6.71576979652,8.00804771465,9.47999954224,29,29,3758715462.3,50.4500007629,29,28,port_timestamp,89.4950027466,29,29,3.67230010033,29,13,11.0559997559,29,29,15.1999998093,29,29,3758715462.3,0.158996452966,0.0578202023762
"('2446',)",3.04699993134,29,29,994.469970703,29,29,0.98,empty,7,3758727945.64,5.82000017166,29,29,3758727945.68,0.0,44.38,-124.95,329.399993896,29,29,99447.0,29,29,69.9852044251,29,29,0.169852851065,29,29,299.44224978,144.667657163,38.1621103664,16.3484992981,29,29,54.8710160335,29,29,8.87797167796,29,29,32.6451737936,29,29,121.907299496,4.29469394684,29,29,7.42052117076,5.1666883599,6.92000007629,29,29,3758715528.39,50.4700012207,29,28,port_timestamp,89.6859970093,29,29,3.67339992523,29,13,11.0659999847,29,29,17.2999992371,29,29,3758715528.39,0.159594463976,0.0581343107207
"('2447',)",3.16700005531,29,29,994.049987793,29,29,0.98,empty,7,3758727945.64,7.51999998093,29,29,3758727945.69,0.0,44.38,-124.95,323.799987793,29,29,99405.0,29,29,69.9696735313,29,29,0.170194243268,29,29,303.389725794,151.171491057,43.6178425034,17.8605003357,29,29,66.5334568971,29,29,9.43795727993,29,29,32.6450747242,29,29,126.46089257,4.3292388916,29,29,8.81726933113,3.81661649679,5.98000001907,29,29,3758715562.09,50.4700012207,29,28,port_timestamp,89.6029968262,29,29,3.67330002785,29,13,11.0649995804,29,29,18.8999996185,29,29,3758715562.09,0.15989944181,0.0582945018892
"('2448',)",4.39499998093,29,29,993.849975586,29,29,0.98,empty,7,3758727945.64,10.7399997711,29,29,3758727945.69,0.0,44.38,-124.95,260.200012207,29,29,99385.0,29,29,69.5231398219,29,29,0.200197092354,29,29,366.078936241,182.967509575,105.250824857,51.8805007935,29,29,128.391927372,29,29,11.5168178357,29,29,32.64980234,29,29,126.413448974,4.27313137054,29,29,9.2142099516,-7.08233934231,-4.44000005722,29,29,3758718690.53,50.7799987793,29,12,port_timestamp,81.1029968262,29,29,3.67269992828,29,13,11.0530004501,29,29,54.9000015259,29,29,3758718690.53,0.187547348736,0.0700347611501
"('2449',)",4.52299976349,29,29,993.710021973,29,29,0.98,empty,7,3758727945.64,11.9099998474,29,29,3758727945.69,0.0,44.38,-124.95,261.200012207,29,29,99371.0,29,29,70.0547884442,29,29,0.199634812821,29,29,403.596014886,197.421808139,104.323203925,34.1144981384,29,29,126.237330417,29,29,12.5950134859,29,29,32.6481183084,29,29,135.965500961,4.33730983734,29,29,10.346487831,-7.37720708725,-4.42999982834,29,29,3758718755.43,50.75,29,12,port_timestamp,81.5719985962,29,29,3.67190003395,29,13,11.045999527,29,29,36.0999984741,29,29,3758718755.43,0.187660565829,0.0680997101523
"('2450',)",4.43200016022,29,29,993.909973145,29,29,0.98,empty,7,3758727945.64,9.56999969482,29,29,3758727945.69,0.0,44.38,-124.95,280.200012207,29,29,99391.0,29,29,70.6018419309,29,29,0.199077370014,29,29,319.66067461,153.244052128,85.7642095227,35.7210006714,29,29,119.929539208,29,29,9.73060466383,29,29,32.6481183084,29,29,106.361069057,4.3122177124,29,29,8.62070408766,-4.7888156925,-2.38000011444,29,29,3758718821.84,50.7700004578,29,12,port_timestamp,81.6360015869,29,29,3.67190003395,29,13,11.045999527,29,29,37.7999992371,29,29,3758718821.84,0.18777641178,0.0661197279999
"('2451',)",4.51499986649,29,29,994.049987793,29,29,0.98,empty,7,3758727945.64,11.8599996567,29,29,3758727945.69,0.0,44.38,-124.95,272.600006104,29,29,99405.0,29,29,71.1574903379,29,29,0.198532822062,29,29,370.714059712,183.161990555,93.2797514102,36.7605018616,29,29,105.776280573,29,29,11.6961186677,29,29,32.6478256586,29,29,126.115646557,4.32881450653,29,29,11.4434266769,-3.11584302363,-0.0299999993294,29,29,3758718888.92,50.7799987793,29,12,port_timestamp,81.486000061,29,29,3.6724998951,29,13,11.0530004501,29,29,38.9000015259,29,29,3758718888.92,0.187893428245,0.0641197400043
"('2452',)",4.76399993896,29,29,994.190002441,29,29,0.98,empty,7,3758727945.64,7.55000019073,29,29,3758727945.69,0.0,44.38,-124.95,275.299987793,29,29,99419.0,29,29,71.4211482115,29,29,0.198281984377,29,29,276.006224854,132.518580537,90.4925138785,37.8944969177,29,29,137.227259813,29,29,8.721618718,29,29,32.64980234,29,29,90.8896273561,4.46246099472,29,29,6.11073143531,-6.33895623163,-4.53000020981,29,29,3758718920.62,50.75,29,12,port_timestamp,82.5569992065,29,29,3.67269992828,29,13,11.0530004501,29,29,40.0999984741,29,29,3758718920.62,0.187948731957,0.0631745160981
"('2453',)",4.64300012589,29,29,994.33001709,29,29,0.98,empty,7,3758727945.64,10.529999733,29,29,3758727945.69,0.0,44.38,-124.95,278.700012207,29,29,99433.0,29,29,71.9386435623,29,29,0.197803643706,29,29,356.754844619,167.486262921,87.3704093388,38.8394966125,29,29,122.487251506,29,29,10.8614473523,29,29,32.6483274465,29,29,114.578358548,4.3783864975,29,29,9.3498069346,-5.77248692687,-3.1400001049,29,29,3758718982.61,50.7999992371,29,12,port_timestamp,81.7050018311,29,29,3.67300009727,29,13,11.0579996109,29,29,41.0999984741,29,29,3758718982.61,0.188056879732,0.0613261073989
"('2454',)",4.52299976349,29,29,994.119995117,29,29,0.98,empty,7,3758727945.64,11.7399997711,29,29,3758727945.69,0.0,44.38,-124.95,302.200012207,29,29,99412.0,29,29,72.4932790915,29,29,0.197311353782,29,29,336.495834219,182.395139597,64.6412853127,40.9184989929,29,29,100.1299831,29,29,11.6172028462,29,29,32.6468373244,29,29,125.388247539,4.32630443573,29,29,11.6242776885,-1.98390092475,1.11000001431,29,29,3758719048.73,50.8100013733,29,12,port_timestamp,81.3990020752,29,29,3.67239999771,29,13,11.0530004501,29,29,43.2999992371,29,29,3758719048.73,0.188172221542,0.059354741773
"('2455',)",4.55999994278,29,29,994.190002441,29,29,0.98,empty,7,3758727945.64,7.46999979019,29,29,3758727945.69,0.0,44.38,-124.95,291.100006104,29,29,99419.0,29,29,73.0267603698,29,29,0.196857509331,29,29,255.827596849,130.145529218,75.1353298765,39.9734992981,29,29,133.823428957,29,29,8.32899539114,29,29,32.6481183084,29,29,90.5202370519,4.39301967621,29,29,6.19746242253,-5.70984738243,-3.90000009537,29,29,3758719112.03,50.7799987793,29,12,port_timestamp,82.4430007935,29,29,3.67190003395,29,13,11.045999527,29,29,42.2999992371,29,29,3758719112.03,0.188282633591,0.0574676332223
"('2456',)",4.55999994278,29,29,994.190002441,29,29,0.98,empty,7,3758727945.64,10.3699998856,29,29,3758727945.69,0.0,44.38,-124.95,277.5,29,29,99419.0,29,29,73.5805916868,29,29,0.19640652775,29,29,343.297329601,171.417526816,88.4366345528,39.5009994507,29,29,127.809500141,29,29,11.061075808,29,29,32.6502833832,29,29,117.94556429,4.35262918472,29,29,8.92723701782,-6.72534292735,-4.17000007629,29,29,3758719177.44,50.7900009155,29,12,port_timestamp,81.68699646,29,29,3.67140007019,29,13,11.0380001068,29,29,41.7999992371,29,29,3758719177.44,0.188396731621,0.0555175256768
"('2457',)",3.60400009155,29,29,994.599975586,29,29,0.98,empty,7,3758727945.64,11.6899995804,29,29,3758727945.69,0.0,44.38,-124.95,328.100006104,29,29,99460.0,29,29,100.763515444,29,29,0.195828858092,29,29,314.093700806,203.770832013,39.5330810153,82.9710006714,29,29,125.791977474,29,29,12.2884383665,29,29,32.6487148905,29,29,153.760788449,4.15801239014,29,29,10.1600976616,-7.22339290332,-4.32999992371,29,29,3758722297.1,50.75,29,12,port_timestamp,83.4980010986,29,29,3.6724998951,29,13,11.0520000458,29,29,87.8000030518,29,29,3758722297.1,0.192383517899,-0.0365721711499
"('2458',)",3.66400003433,29,29,994.809997559,29,29,0.98,empty,7,3758727945.64,8.76000022888,29,29,3758727945.69,0.0,44.38,-124.95,329.600006104,29,29,99481.0,29,29,101.193889662,29,29,0.195231649439,29,29,287.599477204,163.22879779,38.0124995162,65.2050018311,29,29,136.413402494,29,29,10.0270127976,29,29,32.6470402146,29,29,124.439367088,4.2277841568,29,29,7.10464279569,-7.30079809144,-5.19999980927,29,29,3758722362.5,50.7999992371,29,12,port_timestamp,84.5550003052,29,29,3.6726000309,29,13,11.0550003052,29,29,69.0,29,29,3758722362.5,0.191517535987,-0.0379002684968
"('2459',)",3.43899989128,29,29,994.739990234,29,29,0.98,empty,7,3758727945.64,12.1499996185,29,29,3758727945.69,0.0,44.38,-124.95,328.0,29,29,99474.0,29,29,101.441599791,29,29,0.194894538396,29,29,369.1270354,210.310889445,39.6069148091,53.2980003357,29,29,124.666158798,29,29,12.6892387756,29,29,32.6471260356,29,29,162.815353835,4.16839408875,29,29,10.6276683262,-7.25622179492,-4.23999977112,29,29,3758722399.96,50.8100013733,29,12,port_timestamp,84.6979980469,29,29,3.67179989815,29,13,11.045999527,29,29,56.4000015259,29,29,3758722399.96,0.191021478456,-0.0386610380712
"('2460',)",3.37800002098,29,29,995.020019531,29,29,0.98,empty,7,3758727945.64,9.42000007629,29,29,3758727945.69,0.0,44.38,-124.95,326.700012207,29,29,99502.0,29,29,101.859167249,29,29,0.194337096556,29,29,282.252379293,169.726524394,40.7614700402,61.6139984131,29,29,131.889265158,29,29,10.3364845373,29,29,32.6470259759,29,29,133.378383272,4.19160032272,29,29,7.8850471013,-6.94153690004,-4.65000009537,29,29,3758722462.82,50.7700004578,29,12,port_timestamp,85.5599975586,29,29,3.67170000076,29,13,11.0450000763,29,29,65.1999969482,29,29,3758722462.82,0.190189105576,-0.0399375915414
"('2461',)",3.21300005913,29,29,995.090026855,29,29,0.98,empty,7,3758727945.64,8.43999958038,29,29,3758727945.69,0.0,44.38,-124.95,324.899993896,29,29,99509.0,29,29,102.312312773,29,29,0.193747363757,29,29,244.534097065,153.86797251,42.4829100418,79.6635055542,29,29,131.015136179,29,29,9.16948885459,29,29,32.6443745957,29,29,122.399615875,4.15302085876,29,29,7.10800276162,-6.05886867803,-4.0,29,29,3758722530.63,50.7799987793,29,12,port_timestamp,85.7750015259,29,29,3.6726000309,29,13,11.0579996109,29,29,84.3000030518,29,29,3758722530.63,0.189291130213,-0.0413147550614
"('2462',)",3.22000002861,29,29,995.020019531,29,29,0.98,empty,7,3758727945.64,10.4200000763,29,29,3758727945.69,0.0,44.38,-124.95,320.200012207,29,29,99502.0,29,29,102.752453554,29,29,0.193189506584,29,29,281.016521101,182.327983958,47.1005316199,99.0360031128,29,29,126.680275024,29,29,10.9989165096,29,29,32.6467381715,29,29,144.989339704,4.15615129471,29,29,9.00934986131,-6.61283723966,-4.03999996185,29,29,3758722596.1,50.7900009155,29,12,port_timestamp,85.7910003662,29,29,3.67230010033,29,13,11.0520000458,29,29,104.800003052,29,29,3758722596.1,0.188424075675,-0.0426444974223
"('2463',)",3.46900010109,29,29,994.33001709,29,29,0.98,empty,7,3758727945.64,9.81000041962,29,29,3758727945.69,0.0,44.38,-124.95,314.0,29,29,99433.0,29,29,103.191930861,29,29,0.192646996503,29,29,259.181941838,173.978999869,53.1422383211,110.470497131,29,29,131.83061831,29,29,10.7695313244,29,29,32.6443745957,29,29,137.026036609,4.25283002853,29,29,8.21215324583,-7.22649630021,-4.84000015259,29,29,3758722661.11,50.7999992371,29,12,port_timestamp,86.1910018921,29,29,3.6726000309,29,13,11.0579996109,29,29,116.900001526,29,29,3758722661.11,0.18756324504,-0.0439646946079
"('2464',)",3.76200008392,29,29,994.739990234,29,29,0.98,empty,7,3758727945.64,8.0,29,29,3758727945.69,0.0,44.38,-124.95,299.299987793,29,29,99474.0,29,29,103.642999593,29,29,0.192105056709,29,29,256.461842297,166.689111688,67.3647869783,121.904998779,29,29,147.42716207,29,29,10.563385551,29,29,32.648128445,29,29,128.625821083,4.32554864883,29,29,5.873708758,-8.94715861739,-7.11000013351,29,29,3758722727.45,50.8300018311,29,12,port_timestamp,85.9039993286,29,29,3.67280006409,29,13,11.0559997559,29,29,129.0,29,29,3758722727.45,0.186684669679,-0.0453121056672
"('2465',)",3.9279999733,29,29,994.400024414,29,29,0.98,empty,7,3758727945.64,8.88000011444,29,29,3758727945.69,0.0,44.38,-124.95,290.799987793,29,29,99440.0,29,29,103.864867922,29,29,0.191843963055,29,29,251.259854607,176.596199949,75.6196745535,132.016494751,29,29,143.274852742,29,29,11.053940446,29,29,32.6472392857,29,29,131.060474856,4.27213048935,29,29,6.7962563638,-8.90585203267,-6.82999992371,29,29,3758722759.95,50.7700004578,29,12,port_timestamp,83.8320007324,29,29,3.67280006409,29,13,11.0570001602,29,29,139.699996948,29,29,3758722759.95,0.186254320575,-0.0459721027134
"('2466',)",4.99700021744,29,29,995.020019531,29,29,0.98,empty,7,3758727945.64,10.6999998093,29,29,3758727945.69,0.0,44.38,-124.95,306.200012207,29,29,99502.0,29,29,125.206280083,29,29,0.180805023968,29,29,231.493000033,184.26195284,60.7893584521,123.700492859,29,29,122.871261913,29,29,11.0587197308,29,29,32.6488280928,29,29,110.035804043,4.07949829102,29,29,9.43586493586,-6.10639412617,-3.44000005722,29,29,3758725892.58,50.7799987793,29,12,port_timestamp,74.3339996338,29,29,3.67350006104,29,13,11.0629997253,29,29,130.899993896,29,29,3758725892.58,0.147732478478,-0.104238052048
